Ordem,OS,OS UNICA,FINAL,EQUIPE,RESPONSAVEL,CANAL,STATUS,CODIGO/CLIENTE,PRODUTO,QTD,DATA DE ENTREGA,SEMANA NO ANO,MES ENTREGA,ANO ENTREGA,ANO-MES entrega,CATEGORIA CONVERSOR,QUANTIDADE PONDERADA
7415.0,15661-1,15661,1,EQ-2,DEYVSON,ATACADO,ENTREGA TOTAL,7622,CADERNO ESPIRAL CLÁSSICA PAUTADO 20X28 PRETA 80 FLS,"200,0",08/11/2024,2024-45,11,2024,11-2024,Wire-o Simples,200
7416.0,15471-1,15471,1,EQ-2,DEYVSON,ATACADO,ENTREGA TOTAL,7721,CADERNO ESPIRAL BOSSA NOVA PAUTADO 20X28 PONTOS AZUL 160 FLS,"150,0",08/11/2024,2024-45,11,2024,11-2024,Wire-o Simples,150
7417.0,15469-1,15469,1,EQ-2,DEYVSON,ATACADO,ENTREGA TOTAL,7684,CADERNO ESPIRAL KEMILY PAUTADO 20X28 ORGANIZE OFF WHITE160 FLS,"150,0",09/11/2024,2024-45,11,2024,11-2024,Wire-o Simples,150
7418.0,15129-1,15129,1,EQ-3,ROSE,ATACADO,ENTREGA TOTAL,7448,PLANNER PERMANENTE WIRE-O ASTRAL SEMANAL NOTAS A5 MARÉ OFF WHITE,"200,0",06/11/2024,2024-45,11,2024,11-2024,Wire-o sem fita,240
7419.0,15659-1,15659,1,EQ-3,ROSE,ATACADO,ENTREGA TOTAL,6649,"AGENDA PLANNER WIRE-O 2025 MELISSA SEMANAL OFFICE 15,5X9 CASINHA DAS ABELHAS","136,0",07/11/2024,2024-45,11,2024,11-2024,Wire-o com fita,272
7420.0,15599-1,15599,1,EQ-3,ROSE,ATACADO,ENTREGA TOTAL,5956,AGENDA PLANNER CICEROS 2025 ASTRAL DIÁRIA 14X21 ECLIPSE CARAMELO,"110,0",07/11/2024,2024-45,11,2024,11-2024,Brochura,110
7421.0,15656-1,15656,1,EQ-3,ROSE,ATACADO,ENTREGA TOTAL,6052,AGENDA PLANNER CICEROS 2025 CLÁSSICA SEMANAL ANOTAÇÕES 14X21 CARAMELO,"100,0",08/11/2024,2024-45,11,2024,11-2024,Brochura,100
7422.0,15627-1,15627,1,EQ-3,ROSE,ATACADO,ENTREGA TOTAL,6618,AGENDA PLANNER WIRE-O 2025 BOSSA NOVA SEMANAL NOTAS C/ DIVISÓRIAS A5 PONTOS OFF WHITE,"45,0",08/11/2024,2024-45,11,2024,11-2024,Wire-o com fita,90
7423.0,15658-1,15658,1,EQ-3,ROSE,ATACADO,ENTREGA TOTAL,6571,AGENDA PLANNER WIRE-O 2025 MELISSA SEMANAL NOTAS C/ DIVISÓRIAS A5 CASA DAS ABELHAS LILÁS,"34,0",09/11/2024,2024-45,11,2024,11-2024,Wire-o com fita,68
7424.0,14889-1,14889,1,EQ-5,CAIO,ATACADO,ENTREGA TOTAL,3273,CADERNETA CICEROS CLÁSSICA QUADRICULADO 14X21 PRETA,"200,0",04/11/2024,2024-45,11,2024,11-2024,Brochura,200
7425.0,14890-1,14890,1,EQ-5,CAIO,ATACADO,ENTREGA TOTAL,3280,CADERNETA CICEROS CLÁSSICA QUADRICULADO 14X21 CARAMELO,"100,0",05/11/2024,2024-45,11,2024,11-2024,Brochura,100
7426.0,15455-1,15455,1,EQ-5,CAIO,ATACADO,ENTREGA TOTAL,6755,CADERNETA CICEROS ASTRAL PAUTADO 14X21 ECLIPSE PRETO,"200,0",05/11/2024,2024-45,11,2024,11-2024,Brochura,200
7427.0,15665-1,15665,1,EQ-5,CAIO,ATACADO,ENTREGA TOTAL,2764,CADERNO CRIATIVO ARGOLADO ASTRAL PAUTADO 17X24 ESPAÇO TEMPO PRETO,"200,0",06/11/2024,2024-45,11,2024,11-2024,Argolados,300
7428.0,15485-1,15485,1,EQ-5,CAIO,ATACADO,ENTREGA TOTAL,1865,CADERNETA CICEROS CLASSICA SEM PAUTA 14X21 AZUL MARINHO/AMARELO,"200,0",07/11/2024,2024-45,11,2024,11-2024,Brochura,200
7429.0,15657-1,15657,1,EQ-5,CAIO,ATACADO,ENTREGA TOTAL,6694,"AGENDA PLANNER WIRE-O 2025 BOSSA NOVA SEMANAL OFFICE 15,5X9 BOEMIA","65,0",08/11/2024,2024-45,11,2024,11-2024,Wire-o com fita,130
7430.0,15458-1,15458,1,EQ-6,ELIANE,ATACADO,ENTREGA TOTAL,6793,CADERNETA CICEROS ATELIÊ PAUTADO 14X21 ROSA,"200,0",05/11/2024,2024-45,11,2024,11-2024,Brochura,200
7431.0,15618-1,15618,1,EQ-6,ELIANE,SITE,ENTREGA TOTAL,6793,CADERNETA CICEROS ATELIÊ PAUTADO 14X21 ROSA,"50,0",05/11/2024,2024-45,11,2024,11-2024,Brochura,50
7432.0,14939-1,14939,1,EQ-6,ELIANE,ATACADO,ENTREGA TOTAL,8638,CADERNETA CICEROS CLASSICA SEM PAUTA 9X13 AZUL PASTEL,"200,0",06/11/2024,2024-45,11,2024,11-2024,Brochura,200
7433.0,15610-1,15610,1,EQ-6,ELIANE,ATACADO,ENTREGA TOTAL,6144,"AGENDA PLANNER CICEROS 2025 ATELIÊ SEMANAL PLANEJAMENTO 17X19,5 ROSA","123,0",07/11/2024,2024-45,11,2024,11-2024,Brochura,123
7434.0,15607-1,15607,1,EQ-6,ELIANE,ATACADO,ENTREGA TOTAL,6342,"AGENDA PLANNER CICEROS 2025 PÓLEN SEMANAL PLANEJAMENTO 17X19,5 AROMAS AZUL","90,0",08/11/2024,2024-45,11,2024,11-2024,Brochura,90
7435.0,15663-1,15663,1,EQ-7,CASSIA,ATACADO,ENTREGA TOTAL,4003,CADERNO ORGANIZADOR DUO MELISSA PAUTADO & PONTADO 17X24 FAVO DE ABELHAS,"150,0",06/11/2024,2024-45,11,2024,11-2024,Caderno organizador,300
7436.0,15226-1,15226,1,EQ-7,CASSIA,ATACADO,ENTREGA TOTAL,3732,CADERNETA REVISTA NOTAS MIX MIOLOS DIFERENTES KIT 4 UNIDADES 14X21 PRETO,"150,0",07/11/2024,2024-45,11,2024,11-2024,Kit de revistas,225
7437.0,15664-1,15664,1,EQ-7,CASSIA,ATACADO,ENTREGA TOTAL,1132,PLANNER PERMANENTE REVISTA PLANEJAMENTO CLÁSSICA MENSAL19X25 CARAMELO / CAFÉ,"100,0",07/11/2024,2024-45,11,2024,11-2024,Revistas(Individuais),60
7438.0,15496-1,15496,1,EQ-7,CASSIA,ATACADO,ENTREGA TOTAL,7198,PLANNER PERMANENTE REVISTA PLANEJAMENTO CLASSICA MENSAL 19X25 PRETA,"200,0",08/11/2024,2024-45,11,2024,11-2024,Revistas(Individuais),120
7439.0,15506-1,15506,1,EQ-7,CASSIA,ATACADO,ENTREGA TOTAL,3050,CADERNETA REVISTA BÁSICA SEM PAUTA KIT 3 UNIDADES 9X13 KFT,"280,0",08/11/2024,2024-45,11,2024,11-2024,Kit de revistas,420
7440.0,15533-2,15533,2,EQ-8,MARGO,PERSONALIZADO,ENTREGA TOTAL,P109,PLANNER DATADA WIRE-O$A5$POLICROMIA,"30,0",04/11/2024,2024-45,11,2024,11-2024,Wire-o com fita,60
7441.0,15207-1,15207,1,EQ-8,MARGO,SITE,ENTREGA TOTAL,7530,REFIL CADERNO CRIATIVO ARGOLADO 88 FLS PÓLEN 80G AGENDA PLANNER 2025 SEMANAL 17X24,"100,0",05/11/2024,2024-45,11,2024,11-2024,Refil,30
7442.0,15334-1,15334,1,EQ-8,MARGO,ATACADO,ENTREGA TOTAL,7530,REFIL CADERNO CRIATIVO ARGOLADO 88 FLS PÓLEN 80G AGENDA PLANNER 2025 SEMANAL 17X24,"385,0",05/11/2024,2024-45,11,2024,11-2024,Refil,"115,5"
7443.0,15418-1,15418,1,EQ-8,MARGO,ATACADO,ENTREGA TOTAL,7288,CALENDARIO DE MESA 20X15 CICEROS 2025 ATELIÊ,"500,0",06/11/2024,2024-45,11,2024,11-2024,Calendário com capa,750
7444.0,15638-1,15638,1,EQ-8,MARGO,SITE,ENTREGA TOTAL,7288,CALENDARIO DE MESA 20X15 CICEROS 2025 ATELIÊ,"100,0",06/11/2024,2024-45,11,2024,11-2024,Calendário com capa,150
7445.0,15650-1,15650,1,EQ-8,MARGO,ATACADO,ENTREGA TOTAL,7301,"CALENDARIO DE MESA 9,5X13 CICEROS 2025 KRAFT","148,0",07/11/2024,2024-45,11,2024,11-2024,Calendário com capa,222
7446.0,15660-1,15660,1,EQ-8,MARGO,ATACADO,ENTREGA TOTAL,7264,CALENDÁRIO DE MESA 13X15 CICEROS 2025 BOSSA NOVA,"257,0",07/11/2024,2024-45,11,2024,11-2024,Calendário,"192,75"
7447.0,15634-1,15634,1,EQ-8,MARGO,ATACADO,ENTREGA TOTAL,5093,REFIL CADERNO CRIATIVO ARGOLADO 40FLS PÓLEN 80G PAUTADO A6,"120,0",05/11/2024,2024-45,11,2024,11-2024,Refil,36
7448.0,15504-1,15504,1,EQ-8,MARGO,ATACADO,ENTREGA TOTAL,2537,CADERNETA KRAFT ORIGINAL SEM PAUTA 9X13 KRAFT,"500,0",09/11/2024,2024-45,11,2024,11-2024,Linha Kraft(Produtos em papelão),300
7449.0,15512-1,15512,1,EQ-8,MARGO,ATACADO,ENTREGA TOTAL,2605,CADERNETA KRAFT SEM PAUTA 14X21,"300,0",08/11/2024,2024-45,11,2024,11-2024,Linha Kraft(Produtos em papelão),180
7450.0,15384-2,15384,2,EQ-1,RAYANE,SITE,ENTREGA TOTAL,6670,AGENDA PLANNER WIRE-O 2025 PÓLEN SEMANAL ANOTAÇÕES A5 AROMAS AMARELO,"50,0",01/11/2024,2024-44,11,2024,11-2024,Wire-o com fita,100
7451.0,15388-2,15388,2,EQ-2,DEYVSON,SITE,ENTREGA TOTAL,6670,AGENDA PLANNER WIRE-O 2025 PÓLEN SEMANAL ANOTAÇÕES A5 AROMAS AMARELO,"80,0",01/11/2024,2024-44,11,2024,11-2024,Wire-o com fita,160
7452.0,15133-1,15133,1,EQ-3,ROSE,PERSONALIZADO,ENTREGA TOTAL,P134,PLANNER WIRE-O$A5$POLICROMIA,"2.000,0",01/11/2024,2024-44,11,2024,11-2024,Wire-o sem fita,2400
7453.0,15133-1,15133,1,EQ-2,DEYVSON,PERSONALIZADO,ENTREGA TOTAL,P134,PLANNER WIRE-O$A5$POLICROMIA,"1.000,0",04/11/2024,2024-45,11,2024,11-2024,Wire-o sem fita,1200
7454.0,15473-1,15473,1,EQ-2,DEYVSON,ATACADO,ENTREGA TOTAL,7578,CADERNO ESPIRAL MELISSA PAUTADO 17X24 CAMINHO DAS ABELHAS 160 FLS,"250,0",04/11/2024,2024-45,11,2024,11-2024,Wire-o Simples,250
7455.0,15315-2,15315,2,EQ-1,RAYANE,SITE,ENTREGA TOTAL,6199,AGENDA PLANNER CICEROS 2025 MELISSA SEMANAL ANOTAÇÕES 14X21 COLMEIA,"140,0",05/11/2024,2024-45,11,2024,11-2024,Brochura,140
7456.0,15599-2,15599,2,EQ-3,ROSE,SITE,ENTREGA TOTAL,5956,AGENDA PLANNER CICEROS 2025 ASTRAL DIÁRIA 14X21 ECLIPSE CARAMELO,"150,0",07/11/2024,2024-45,11,2024,11-2024,Brochura,150
7457.0,15313-2,15313,2,EQ-1,RAYANE,SITE,ENTREGA TOTAL,6137,AGENDA PLANNER CICEROS 2025 ATELIÊ SEMANAL ANOTAÇÕES 14X21 OFF WHITE,"160,0",06/11/2024,2024-45,11,2024,11-2024,Brochura,160
7458.0,15663-2,15663,2,EQ-7,CASSIA,AMAZON,ENTREGA TOTAL,4003,CADERNO ORGANIZADOR DUO MELISSA PAUTADO & PONTADO 17X24 FAVO DE ABELHAS,"50,0",06/11/2024,2024-45,11,2024,11-2024,Caderno organizador,100
7459.0,15133-1,15133,1,EQ-3,ROSE,PERSONALIZADO,ENTREGA TOTAL,P134,PLANNER WIRE-O$A5$POLICROMIA,"1.000,0",06/11/2024,2024-45,11,2024,11-2024,Wire-o sem fita,1200
7460.0,15924-1,15924,1,EQ-5,CAIO,PERSONALIZADO,ENTREGA TOTAL,p45,CICEROS$14x21$COURO SINTETICO,"200,0",18/11/2024,2024-47,11,2024,11-2024,Brochura,200
7461.0,15990-2,15990,2,EQ-5,CAIO,PERSONALIZADO,ENTREGA TOTAL,p45,CICEROS$14x21$COURO SINTETICO,"50,0",11/11/2024,2024-46,11,2024,11-2024,Brochura,50
7462.0,15990-1,15990,1,EQ-5,CAIO,PERSONALIZADO,ENTREGA TOTAL,p45,CICEROS$14x21$COURO SINTETICO,"100,0",11/11/2024,2024-46,11,2024,11-2024,Brochura,100
7463.0,15742-1,15742,1,EQ-6,ELIANE,PERSONALIZADO,ENTREGA TOTAL,p45,CICEROS$14x21$COURO SINTETICO,"50,0",11/11/2024,2024-46,11,2024,11-2024,Brochura,50
7464.0,15798-2,15798,2,EQ-6,ELIANE,PERSONALIZADO,ENTREGA TOTAL,p45,CICEROS$14x21$COURO SINTETICO,"40,0",11/11/2024,2024-46,11,2024,11-2024,Brochura,40
7465.0,15923-1,15923,1,EQ-7,CASSIA,PERSONALIZADO,ENTREGA TOTAL,p156,REVISTA$14X21$POLICROMIA,"1.000,0",12/11/2024,2024-46,11,2024,11-2024,Revistas(Individuais),600
7466.0,15922-1,15922,1,EQ-6,ELIANE,PERSONALIZADO,ENTREGA TOTAL,p47,CICEROS$14x21$POLICROMIA,"100,0",11/11/2024,2024-46,11,2024,11-2024,Brochura,100
7467.0,15637-1,15637,1,EQ-8,MARGO,SITE,ENTREGA TOTAL,7271,CALENDARIO DE MESA 13X15 CICEROS 2025 PÓLEN,"350,0",13/11/2024,2024-46,11,2024,11-2024,Calendário,"262,5"
7468.0,14223-1,14223,1,EQ-8,MARGO,ATACADO,ENTREGA TOTAL,2520,BLOCO KRAFT ORIGINAL SEM PAUTA 9X13 KRAFT,"450,0",15/11/2024,2024-46,11,2024,11-2024,Linha Kraft(Produtos em papelão),270
7469.0,15970-2,15970,2,EQ-8,MARGO,ATACADO,ENTREGA TOTAL,8836,CADERNETA KRAFT PONTADO 14X21 KRAFT,"1.500,0",13/11/2024,2024-46,11,2024,11-2024,Linha Kraft(Produtos em papelão),900
7470.0,15885-1,15885,1,EQ-6,ELIANE,ATACADO,ENTREGA TOTAL,6809,CADERNETA CICEROS ATELIÊ SEM PAUTA 14X21 OFF WHITE,"200,0",12/11/2024,2024-46,11,2024,11-2024,Brochura,200
7471.0,15748-1,15748,1,EQ-5,CAIO,ATACADO,ENTREGA TOTAL,6397,"AGENDA PLANNER WIRE-O 2025 ASTRAL SEMANAL OFFICE 15,5X9 ECLIPSE CARAMELO","50,0",11/11/2024,2024-46,11,2024,11-2024,Wire-o com fita,100
7472.0,15483-1,15483,1,EQ-2,DEYVSON,ATACADO,ENTREGA TOTAL,1407,CADERNETA CICEROS CLASSICA SEM PAUTA 9X13 PRETO/PRETO,"200,0",11/11/2024,2024-46,11,2024,11-2024,Brochura,200
7473.0,15481-1,15481,1,EQ-2,DEYVSON,ATACADO,ENTREGA TOTAL,3341,CADERNETA CICEROS CLÁSSICA SEM PAUTA 9X13 VERDE OLIVA,"200,0",11/11/2024,2024-46,11,2024,11-2024,Brochura,200
7474.0,15858-1,15858,1,EQ-2,DEYVSON,ATACADO,ENTREGA TOTAL,3106,CADERNETA CICEROS MINERAIS PONTADO 14X21 MARMORE BRANCO,"110,0",11/11/2024,2024-46,11,2024,11-2024,Brochura,110
7475.0,15862-1,15862,1,EQ-1,RAYANE,ATACADO,ENTREGA TOTAL,6736,CADERNETA CICEROS CLASSICA PONTADO 14X21 PRETO/PRETO,"1.200,0",12/11/2024,2024-46,11,2024,11-2024,Brochura,1200
7476.0,15880-1,15880,1,EQ-3,ROSE,ATACADO,ENTREGA TOTAL,3206,CICEROS FLEX SEM PAUTA 14X21 PRETO / PRETO,"200,0",16/11/2024,2024-46,11,2024,11-2024,Brochura,200
7477.0,15461-1,15461,1,EQ-3,ROSE,ATACADO,ENTREGA TOTAL,6854,CADERNETA CICEROS MELISSA PONTADO 14X21 CASINHA DAS ABELHAS,"200,0",11/11/2024,2024-46,11,2024,11-2024,Brochura,200
7478.0,15856-1,15856,1,EQ-5,CAIO,ATACADO,ENTREGA TOTAL,6908,CADERNETA CICEROS PÓLEN PAUTADO 14X21 AROMAS OFF WHITE,"300,0",12/11/2024,2024-46,11,2024,11-2024,Brochura,300
7479.0,15962-1,15962,1,EQ-7,CASSIA,ATACADO,ENTREGA TOTAL,257,CADERNETA REVISTA BÁSICA SEM PAUTA KIT 3 UNIDADES 14x21 KFT,"556,0",13/11/2024,2024-46,11,2024,11-2024,Kit de revistas,834
7480.0,15229-1,15229,1,EQ-7,CASSIA,ATACADO,ENTREGA TOTAL,3725,CADERNETA REVISTA NOTAS MIX MIOLOS DIFERENTES KIT 4 UNIDADES 14X21 KRAFT,"200,0",13/11/2024,2024-46,11,2024,11-2024,Kit de revistas,300
7481.0,14944-1,14944,1,EQ-3,ROSE,ATACADO,ENTREGA TOTAL,555,CADERNO CRIATIVO ARGOLADO CLÁSSICA PAUTADO 17X24 PRETO,"500,0",12/11/2024,2024-46,11,2024,11-2024,Argolados,750
7482.0,14946-1,14946,1,EQ-2,DEYVSON,ATACADO,ENTREGA TOTAL,609,CADERNO CRIATIVO ARGOLADO MELISSA PAUTADO 17X24 CAMINHO DAS ABELHAS,"450,0",15/11/2024,2024-46,11,2024,11-2024,Argolados,675
7483.0,15745-1,15745,1,EQ-1,RAYANE,PERSONALIZADO,ENTREGA TOTAL,p45,CICEROS$14x21$COURO SINTETICO,"100,0",11/11/2024,2024-46,11,2024,11-2024,Brochura,100
7484.0,15787-1,15787,1,EQ-2,DEYVSON,ATACADO,ENTREGA TOTAL,1811,CADERNO ESPIRAL CLÁSSICA PAUTADO 17X24 CARAMELO,"350,0",13/11/2024,2024-46,11,2024,11-2024,Wire-o Simples,350
7486.0,15883-1,15883,1,EQ-7,CASSIA,ATACADO,ENTREGA TOTAL,3884,CADERNETA CICEROS KRAFT SEM PAUTA 14X21 RELICÁRIO,"70,0",15/11/2024,2024-46,11,2024,11-2024,Brochura,70
7487.0,14861-1,14861,1,EQ-1,RAYANE,ATACADO,ENTREGA TOTAL,8334,CICEROS COLECAO RIO SEM PAUTA 14X21 COPACABANA,"150,0",14/11/2024,2024-46,11,2024,11-2024,Brochura,150
7488.0,14863-1,14863,1,EQ-2,DEYVSON,ATACADO,ENTREGA TOTAL,4633,CICEROS COLECAO RIO ANOTACOES 14X21 PAO DE ACUCAR,"180,0",16/11/2024,2024-46,11,2024,11-2024,Brochura,180
7489.0,15847-1,15847,1,EQ-3,ROSE,ATACADO,ENTREGA TOTAL,2825,CADERNETA CICEROS ASTRAL PAUTADO 14X21 ESPAÇO TEMPO BRANCO,"220,0",14/11/2024,2024-46,11,2024,11-2024,Brochura,220
7490.0,15478-1,15478,1,EQ-3,ROSE,ATACADO,ENTREGA TOTAL,6779,CADERNETA CICEROS CLÁSSICA PAUTADO 14X21 VERDE OLIVA,"200,0",16/11/2024,2024-46,11,2024,11-2024,Brochura,200
7491.0,15777-1,15777,1,EQ-2,DEYVSON,ATACADO,ENTREGA TOTAL,7639,CADERNO ESPIRAL KEMILY PAUTADO 20X28 ORGANIZE CARAMELO 80 FLS,"200,0",16/11/2024,2024-46,11,2024,11-2024,Wire-o Simples,200
7492.0,15782-1,15782,1,EQ-2,DEYVSON,ATACADO,ENTREGA TOTAL,7691,CADERNO ESPIRAL MELISSA PAUTADO 20X28 COLMEIA 160 FLS,"250,0",16/11/2024,2024-46,11,2024,11-2024,Wire-o Simples,250
7493.0,15445-1,15445,1,EQ-3,ROSE,ATACADO,ENTREGA TOTAL,4706,PLANNER PERMANENTE WIRE-O PÓLEN SEMANAL NOTAS A5 TROPICÁLIA AZUL,"150,0",15/11/2024,2024-46,11,2024,11-2024,Wire-o sem fita,180
7495.0,15927-1,15927,1,EQ-3,ROSE,ATACADO,ENTREGA TOTAL,495,PLANNER PERMANENTE WIRE-O PASTEL SEMANAL A5 ROSA,"300,0",15/11/2024,2024-46,11,2024,11-2024,Wire-o sem fita,360
7496.0,15453-1,15453,1,EQ-1,RAYANE,ATACADO,ENTREGA TOTAL,2900,CADERNO ORGANIZADOR DUO ASTRAL PAUTADO & PONTADO A5 ESPAÇO TEMPO BRANCO,"100,0",15/11/2024,2024-46,11,2024,11-2024,Caderno organizador,200
7497.0,14978-1,14978,1,EQ-1,RAYANE,ATACADO,ENTREGA TOTAL,3129,CADERNO ORGANIZADOR DUO CLÁSSICA PAUTADO & PONTADO 17X24 PRETA,"200,0",16/11/2024,2024-46,11,2024,11-2024,Caderno organizador,400
7498.0,15674-1,15674,1,EQ-8,MARGO,ATACADO,ENTREGA TOTAL,6724,BLOCO WIRE-O MELISSA PAUTADO 12X20 CASINHA DAS ABELHAS,"250,0",16/11/2024,2024-46,11,2024,11-2024,Wire-o Simples,250
7499.0,15510-1,15510,1,EQ-8,MARGO,ATACADO,ENTREGA TOTAL,6748,BLOCO WIRE-O PÓLEN PAUTADO 12X20 AROMAS AZUL,"150,0",16/11/2024,2024-46,11,2024,11-2024,Wire-o Simples,150
7500.0,15452-1,15452,1,EQ-3,ROSE,ATACADO,ENTREGA TOTAL,3877,CADERNO ESPIRAL KRAFT PAUTADO 17X24 RELICÁRIO,"150,0",14/11/2024,2024-46,11,2024,11-2024,Wire-o Simples,150
7501.0,15443-1,15443,1,EQ-6,ELIANE,ATACADO,ENTREGA TOTAL,3501,PLANNER PERMANENTE WIRE-O JÓIA NATURAL SEMANAL NOTAS A5 INSECTA DIA,"200,0",13/11/2024,2024-46,11,2024,11-2024,Wire-o sem fita,240
7502.0,15907-1,15907,1,EQ-5,CAIO,ATACADO,ENTREGA TOTAL,2795,CADERNO CRIATIVO ARGOLADO OFFICE DUO ASTRAL PAUTADO & PONTADO A5 CARTAS DO ZODÍACO AZUL,"500,0",14/11/2024,2024-46,11,2024,11-2024,Argolados,750
7503.0,15929-1,15929,1,EQ-1,RAYANE,ATACADO,ENTREGA TOTAL,2771,PLANNER PERMANENTE WIRE-O ASTRAL SEMANAL NOTAS A5 ESPAÇO TEMPO BRANCO,"360,0",14/11/2024,2024-46,11,2024,11-2024,Wire-o sem fita,432
7505.0,15436-1,15436,1,EQ-1,RAYANE,ATACADO,ENTREGA TOTAL,4683,CADERNO CRIATIVO ARGOLADO PÓLEN PAUTADO 17X24 TROPICÁLIA AZUL,"150,0",14/11/2024,2024-46,11,2024,11-2024,Argolados,225
7506.0,15438-1,15438,1,EQ-1,RAYANE,ATACADO,ENTREGA TOTAL,4713,CADERNO CRIATIVO ARGOLADO OFFICE DUO PÓLEN PAUTADO & PONTADO A5 TROPICÁLIA PRETO,"150,0",15/11/2024,2024-46,11,2024,11-2024,Argolados,225
7507.0,15610-2,15610,2,EQ-6,ELIANE,SITE,ENTREGA TOTAL,6144,"AGENDA PLANNER CICEROS 2025 ATELIÊ SEMANAL PLANEJAMENTO 17X19,5 ROSA","200,0",07/11/2024,2024-45,11,2024,11-2024,Brochura,200
7508.0,15913-1,15913,1,EQ-5,CAIO,ATACADO,ENTREGA TOTAL,3983,CADERNO CRIATIVO ARGOLADO OFFICE DUO MELISSA PAUTADO & PONTADO A5 FAVO DE ABELHAS,"300,0",13/11/2024,2024-46,11,2024,11-2024,Argolados,450
7509.0,15174-2,15174,2,EQ-1,RAYANE,ATACADO,ENTREGA TOTAL,5543,CADERNO ESPIRAL BOSSA NOVA PAUTADO 17X24 BOEMIA,"200,0",13/11/2024,2024-46,11,2024,11-2024,Wire-o Simples,200
7510.0,15636-1,15636,1,EQ-1,RAYANE,SITE,ENTREGA TOTAL,5543,CADERNO ESPIRAL BOSSA NOVA PAUTADO 17X24 BOEMIA,"100,0",13/11/2024,2024-46,11,2024,11-2024,Wire-o Simples,100
7511.0,15786-1,15786,1,EQ-6,ELIANE,ATACADO,ENTREGA TOTAL,1804,CADERNO ESPIRAL CLÁSSICA PAUTADO 17X24 PRETO,"700,0",15/11/2024,2024-46,11,2024,11-2024,Wire-o Simples,700
7512.0,15492-1,15492,1,EQ-3,ROSE,ATACADO,ENTREGA TOTAL,3976,PLANNER PERMANENTE WIRE-O MELISSA SEMANAL NOTAS A5 FAVO DE ABELHAS,"500,0",14/11/2024,2024-46,11,2024,11-2024,Wire-o sem fita,600
7513.0,15928-1,15928,1,EQ-2,DEYVSON,ATACADO,ENTREGA TOTAL,501,PLANNER PERMANENTE WIRE-O PASTEL SEMANAL A5 AZUL,"800,0",14/11/2024,2024-46,11,2024,11-2024,Wire-o sem fita,960
7514.0,15959-1,15959,1,EQ-8,MARGO,ATACADO,ENTREGA TOTAL,5024,REFIL CADERNO CRIATIVO ARGOLADO 99 FLS PÓLEN 80G PLANNER PERMANENTE SEMANAL NOTAS A5 C/ DIVISÓRIAS,"350,0",14/11/2024,2024-46,11,2024,11-2024,Refil,105
7515.0,15493-1,15493,1,EQ-7,CASSIA,ATACADO,ENTREGA TOTAL,4119,PLANNER PERMANENTE WIRE-O MELISSA FINANCEIRO FAVO DE ABELHAS,"200,0",14/11/2024,2024-46,11,2024,11-2024,Wire-o com fita,400
7516.0,15993-1,15993,1,EQ-1,RAYANE,ATACADO,ENTREGA TOTAL,2818,CADERNO ESPIRAL ASTRAL PAUTADO 17X24 CARTAS DO ZODÍACO BRANCO,"150,0",14/11/2024,2024-46,11,2024,11-2024,Wire-o Simples,150
7517.0,15650-2,15650,2,EQ-8,MARGO,SITE,ENTREGA TOTAL,7301,"CALENDARIO DE MESA 9,5X13 CICEROS 2025 KRAFT","200,0",07/11/2024,2024-45,11,2024,11-2024,Calendário com capa,300
7518.0,15660-2,15660,2,EQ-8,MARGO,SITE,ENTREGA TOTAL,7264,CALENDÁRIO DE MESA 13X15 CICEROS 2025 BOSSA NOVA,"60,0",07/11/2024,2024-45,11,2024,11-2024,Calendário,45
7519.0,15664-2,15664,2,EQ-7,CASSIA,SITE,ENTREGA TOTAL,1132,PLANNER PERMANENTE REVISTA PLANEJAMENTO CLÁSSICA MENSAL19X25 CARAMELO / CAFÉ,"50,0",07/11/2024,2024-45,11,2024,11-2024,Revistas(Individuais),30
7520.0,15666-2,15666,2,EQ-1,RAYANE,SITE,ENTREGA TOTAL,5840,AGENDA PLANNER ARGOLADO 2025 CLÁSSICA SEMANAL A6 VERMELHO QUENTE,"65,0",07/11/2024,2024-45,11,2024,11-2024,Argolados,"97,5"
7521.0,15607-2,15607,2,EQ-6,ELIANE,SITE,ENTREGA TOTAL,6342,"AGENDA PLANNER CICEROS 2025 PÓLEN SEMANAL PLANEJAMENTO 17X19,5 AROMAS AZUL","200,0",08/11/2024,2024-45,11,2024,11-2024,Brochura,200
7522.0,15627-2,15627,2,EQ-3,ROSE,SITE,ENTREGA TOTAL,6618,AGENDA PLANNER WIRE-O 2025 BOSSA NOVA SEMANAL NOTAS C/ DIVISÓRIAS A5 PONTOS OFF WHITE,"200,0",08/11/2024,2024-45,11,2024,11-2024,Wire-o com fita,400
7523.0,15654-2,15654,2,EQ-1,RAYANE,SITE,ENTREGA TOTAL,5864,AGENDA PLANNER ARGOLADO 2025 CLÁSSICA SEMANAL NOTAS A5 PRETA,"80,0",08/11/2024,2024-45,11,2024,11-2024,Argolados,120
7524.0,15655-2,15655,2,EQ-1,RAYANE,SITE,ENTREGA TOTAL,5895,AGENDA PLANNER ARGOLADO 2025 KRAFT SEMANAL NOTAS A5 FLORES MAX,"30,0",08/11/2024,2024-45,11,2024,11-2024,Argolados,45
